Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,ship_after_order
542,CA-2017-136924,2017-07-14,2017-07-17,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,True
543,US-2016-120161,2016-12-18,2016-12-23,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,True
547,CA-2018-162929,2018-11-19,2018-11-22,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,East,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28,True
548,CA-2018-162929,2018-11-19,2018-11-22,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,True
549,CA-2016-113173,2016-11-15,2016-11-17,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,Central,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.272,True
550,CA-2016-113173,2016-11-15,2016-11-17,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,True
551,CA-2016-113173,2016-11-15,2016-11-17,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,True
552,CA-2017-136406,2017-04-15,2017-04-17,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,True
553,CA-2018-112774,2018-11-09,2018-12-09,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,South,FUR-FU-10003039,Furniture,Furnishings,Howard Miller 11-1/2 Diameter Grantwood Wall Clock,34.504,True
554,CA-2018-101945,2018-11-24,2018-11-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,True
556,CA-2015-155852,2015-03-03,2015-07-03,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,True
560,CA-2018-118731,2018-11-20,2018-11-22,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,True
561,CA-2018-118731,2018-11-20,2018-11-22,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,True
562,CA-2015-145576,2015-09-14,2015-09-18,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,True
563,CA-2015-145576,2015-09-14,2015-09-18,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,True
564,CA-2016-130736,2016-07-12,2016-09-12,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,True
565,CA-2016-130736,2016-07-12,2016-09-12,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,True
566,CA-2018-137099,2018-07-12,2018-10-12,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,True
567,CA-2018-156951,2018-01-10,2018-08-10,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,True
568,CA-2018-156951,2018-01-10,2018-08-10,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.088,True
569,CA-2018-156951,2018-01-10,2018-08-10,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,True
570,CA-2018-156951,2018-01-10,2018-08-10,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,True
571,CA-2018-164826,2018-12-28,2019-04-01,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,True
572,CA-2018-164826,2018-12-28,2019-04-01,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,True
573,CA-2018-164826,2018-12-28,2019-04-01,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,True
574,CA-2018-164826,2018-12-28,2019-04-01,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,True
575,CA-2017-127250,2017-03-11,2017-07-11,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,True
576,CA-2016-149713,2016-09-18,2016-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,True
577,CA-2016-149713,2016-09-18,2016-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,True
578,CA-2016-149713,2016-09-18,2016-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,True
579,CA-2018-118640,2018-07-20,2018-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,True
580,CA-2018-118640,2018-07-20,2018-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14, Brown",8.792,True
582,CA-2018-145233,2018-01-12,2018-05-12,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,True
583,CA-2018-145233,2018-01-12,2018-05-12,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,True
584,CA-2018-145233,2018-01-12,2018-05-12,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,True
585,CA-2018-145233,2018-01-12,2018-05-12,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,True
586,CA-2018-145233,2018-01-12,2018-05-12,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,True
587,CA-2016-128139,2016-03-07,2016-09-07,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,True
588,CA-2016-128139,2016-03-07,2016-09-07,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,True
589,US-2017-156986,2017-03-20,2017-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,True
590,US-2017-156986,2017-03-20,2017-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,True
591,US-2017-156986,2017-03-20,2017-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,True
592,US-2017-156986,2017-03-20,2017-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,True
595,CA-2015-131450,2015-08-08,2015-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,True
596,CA-2015-131450,2015-08-08,2015-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,True
597,CA-2015-131450,2015-08-08,2015-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,True
598,CA-2015-131450,2015-08-08,2015-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,True
599,CA-2017-120180,2017-07-14,2017-07-16,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,True
600,US-2017-100720,2017-07-16,2017-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,True
601,US-2017-100720,2017-07-16,2017-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,True
602,US-2017-100720,2017-07-16,2017-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,True
603,CA-2015-149958,2015-03-15,2015-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,True
604,CA-2015-149958,2015-03-15,2015-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,True
605,CA-2015-149958,2015-03-15,2015-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,True
606,CA-2015-149958,2015-03-15,2015-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,True
607,CA-2015-149958,2015-03-15,2015-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,True
608,US-2015-105767,2015-05-23,2015-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,True
609,US-2015-105767,2015-05-23,2015-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,True
610,US-2015-105767,2015-05-23,2015-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,True
615,CA-2018-138611,2018-11-14,2018-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,True
616,CA-2018-138611,2018-11-14,2018-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,True
617,CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,True
618,CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,True
619,CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,True
620,CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,True
621,CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,Seth Thomas 14 Putty-Colored Wall Clock,88.02,True
622,US-2015-111171,2015-12-26,2015-12-31,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,True
627,CA-2018-163020,2018-09-15,2018-09-19,Standard Class,MO-17800,Meg OConnel,Home Office,United States,New York City,New York,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,True
628,CA-2018-153787,2018-05-19,2018-05-23,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,True
629,CA-2018-133431,2018-12-17,2018-12-21,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2 x 11, Executive Red",15.24,True
630,CA-2018-133431,2018-12-17,2018-12-21,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",13.23,True
631,US-2017-135720,2017-11-12,2017-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,True
632,US-2017-135720,2017-11-12,2017-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,True
633,US-2017-135720,2017-11-12,2017-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,True
634,CA-2018-144694,2018-09-24,2018-09-26,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,True
635,CA-2018-144694,2018-09-24,2018-09-26,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,True
636,CA-2016-168004,2016-04-10,2016-09-10,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,True
637,US-2017-123470,2017-08-15,2017-08-21,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,True
638,US-2017-123470,2017-08-15,2017-08-21,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,True
639,CA-2017-115917,2017-05-20,2017-05-25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,True
640,CA-2017-115917,2017-05-20,2017-05-25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,True
641,CA-2017-147067,2017-12-18,2017-12-22,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,True
645,US-2018-127719,2018-07-21,2018-07-25,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,True
646,CA-2018-126221,2018-12-30,2019-05-01,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,True
647,CA-2017-103947,2017-01-04,2017-08-04,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,True
648,CA-2017-103947,2017-01-04,2017-08-04,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,True
649,CA-2017-160745,2017-11-12,2017-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,True
650,CA-2017-160745,2017-11-12,2017-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,True
651,CA-2017-160745,2017-11-12,2017-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,True
652,CA-2017-132661,2017-10-23,2017-10-29,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,True
653,CA-2018-140844,2018-06-19,2018-06-23,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82,True
654,CA-2018-140844,2018-06-19,2018-06-23,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,True
655,CA-2017-137239,2017-08-22,2017-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,True
656,CA-2017-137239,2017-08-22,2017-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,True
657,CA-2017-137239,2017-08-22,2017-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288,True
658,US-2017-156097,2017-09-19,2017-09-19,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,True
659,US-2017-156097,2017-09-19,2017-09-19,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,True
660,CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,True
661,CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,True
662,CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.785,True
663,CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,OFF-BI-10003981,Office Supplies,Binders,Avery Durable Plastic 1 Binders,2.724,True
664,CA-2017-123666,2017-03-26,2017-03-30,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,True
665,CA-2017-143308,2017-04-11,2017-04-11,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,True
666,CA-2018-132682,2018-08-06,2018-10-06,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,True
667,CA-2018-132682,2018-08-06,2018-10-06,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,True
668,CA-2018-132682,2018-08-06,2018-10-06,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576,True
669,CA-2015-156314,2015-12-24,2015-12-26,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,True
673,CA-2018-111178,2018-06-15,2018-06-22,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,True
674,CA-2018-130351,2018-05-12,2018-08-12,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,True
675,CA-2018-130351,2018-05-12,2018-08-12,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9,True
676,CA-2018-130351,2018-05-12,2018-08-12,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,True
677,US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,True
678,US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,True
679,US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,FUR-FU-10003553,Furniture,Furnishings,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,82.524,True
680,US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,True
681,CA-2017-164511,2017-11-19,2017-11-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,True
682,CA-2017-164511,2017-11-19,2017-11-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,True
683,CA-2017-164511,2017-11-19,2017-11-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,True
684,US-2018-168116,2018-04-11,2018-04-11,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,True
685,US-2018-168116,2018-04-11,2018-04-11,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,True
686,CA-2015-157784,2015-05-07,2015-08-07,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,True
687,CA-2015-157784,2015-05-07,2015-08-07,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,True
688,CA-2015-157784,2015-05-07,2015-08-07,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,True
